"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Isle of Man","2016","Total","Female","Other European (Non EU)","Census - de jure - complete tabulation","Final figure, complete","2017","103",""
"Isle of Man","2016","Total","Female","Middle Eastern","Census - de jure - complete tabulation","Final figure, complete","2017","33",""
"Isle of Man","2016","Total","Female","Central American","Census - de jure - complete tabulation","Final figure, complete","2017","21",""
"Isle of Man","2016","Total","Female","South American","Census - de jure - complete tabulation","Final figure, complete","2017","34",""
"Isle of Man","2016","Total","Female","Australasian","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Kiribati","2015","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2019","110136",""
"Kiribati","2015","Total","Both Sexes","Asians","Census - de facto - complete tabulation","Final figure, complete","2019","121",""
"Kiribati","2015","Total","Both Sexes","Australian","Census - de facto - complete tabulation","Final figure, complete","2019","39",""
"Kiribati","2015","Total","Both Sexes","European","Census - de facto - complete tabulation","Final figure, complete","2019","93",""
"Kiribati","2015","Total","Both Sexes","Fijian","Census - de facto - complete tabulation","Final figure, complete","2019","69",""
"Kiribati","2015","Total","Both Sexes","Kiribati","Census - de facto - complete tabulation","Final figure, complete","2019","105983",""
"Kiribati","2015","Total","Both Sexes","New Zealand","Census - de facto - complete tabulation","Final figure, complete","2019","668",""
"Kiribati","2015","Total","Both Sexes","Tuvaluan","Census - de facto - complete tabulation","Final figure, complete","2019","198",""
"Kiribati","2015","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2019","991",""
"Kiribati","2015","Total","Both Sexes","Kiribati/Tuvalu","Census - de facto - complete tabulation","Final figure, complete","2019","959",""
"Kiribati","2015","Total","Both Sexes","Kiribati/Other","Census - de facto - complete tabulation","Final figure, complete","2019","1015",""
"Niue","2017","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2020","1591","8"
"Niue","2017","Total","Both Sexes","European","Census - de jure - complete tabulation","Final figure, complete","2020","13","8"
"Niue","2017","Total","Both Sexes","Niuean","Census - de jure - complete tabulation","Final figure, complete","2020","1041","8"
"Niue","2017","Total","Both Sexes","Pacific Islander","Census - de jure - complete tabulation","Final figure, complete","2020","153","8"
"Niue","2017","Total","Both Sexes","Asian","Census - de jure - complete tabulation","Final figure, complete","2020","5","8"
"Niue","2017","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2020","327","8"
"Niue","2017","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2020","762","8"
"Niue","2017","Total","Male","European","Census - de jure - complete tabulation","Final figure, complete","2020","7","8"
"Niue","2017","Total","Male","Niuean","Census - de jure - complete tabulation","Final figure, complete","2020","489","8"
"Niue","2017","Total","Male","Pacific Islander","Census - de jure - complete tabulation","Final figure, complete","2020","74","8"
"Niue","2017","Total","Male","Asian","Census - de jure - complete tabulation","Final figure, complete","2020","0","8"
"Niue","2017","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2020","165","8"
"Niue","2017","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2020","829","8"
"Niue","2017","Total","Female","European","Census - de jure - complete tabulation","Final figure, complete","2020","6","8"
"Niue","2017","Total","Female","Niuean","Census - de jure - complete tabulation","Final figure, complete","2020","552","8"
"Niue","2017","Total","Female","Pacific Islander","Census - de jure - complete tabulation","Final figure, complete","2020","79","8"
"Niue","2017","Total","Female","Asian","Census - de jure - complete tabulation","Final figure, complete","2020","5","8"
"Niue","2017","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2020","162","8"
"Peru","2017","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2020","23196391","9"
"Peru","2017","Total","Both Sexes","Aymara","Census - de facto - complete tabulation","Final figure, complete","2020","548292","9"
"Peru","2017","Total","Both Sexes","Mestizo","Census - de facto - complete tabulation","Final figure, complete","2020","13965254","9"
"Peru","2017","Total","Both Sexes","White","Census - de facto - complete tabulation","Final figure, complete","2020","1366931","9"
"Peru","2017","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2020","241947","9"
"Peru","2017","Total","Both Sexes","Quechua","Census - de facto - complete tabulation","Final figure, complete","2020","5176809","9"
"Peru","2017","Total","Both Sexes","Other Indigenous","Census - de facto - complete tabulation","Final figure, complete","2020","49838","9"
"Peru","2017","Total","Both Sexes","Native or Indigenous Amazonians","Census - de facto - complete tabulation","Final figure, complete","2020","210612","9"
"Peru","2017","Total","Both Sexes","Black, Brown, Zambo, Mulato, Afro-Peruvian or Afro-descendants","Census - de facto - complete tabulation","Final figure, complete","2020","828841","9"
"Peru","2017","Total","Both Sexes","Nikkei (Japanese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","22534","9"
"Peru","2017","Total","Both Sexes","Tusán (Chinese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","14307","9"
"Peru","2017","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2020","771026","9"
"Peru","2017","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2020","11306670","9"
"Peru","2017","Total","Male","Aymara","Census - de facto - complete tabulation","Final figure, complete","2020","269848","9"
"Peru","2017","Total","Male","Mestizo","Census - de facto - complete tabulation","Final figure, complete","2020","6820691","9"
"Peru","2017","Total","Male","White","Census - de facto - complete tabulation","Final figure, complete","2020","619402","9"
"Peru","2017","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2020","124099","9"
"Peru","2017","Total","Male","Quechua","Census - de facto - complete tabulation","Final figure, complete","2020","2507480","9"
"Peru","2017","Total","Male","Other Indigenous","Census - de facto - complete tabulation","Final figure, complete","2020","25419","9"
"Peru","2017","Total","Male","Native or Indigenous Amazonians","Census - de facto - complete tabulation","Final figure, complete","2020","104138","9"
"Peru","2017","Total","Male","Black, Brown, Zambo, Mulato, Afro-Peruvian or Afro-descendants","Census - de facto - complete tabulation","Final figure, complete","2020","449224","9"
"Peru","2017","Total","Male","Nikkei (Japanese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","10309","9"
"Peru","2017","Total","Male","Tusán (Chinese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","7161","9"
"Peru","2017","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","2020","368899","9"
"Peru","2017","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2020","11889721","9"
"Peru","2017","Total","Female","Aymara","Census - de facto - complete tabulation","Final figure, complete","2020","278444","9"
"Peru","2017","Total","Female","Mestizo","Census - de facto - complete tabulation","Final figure, complete","2020","7144563","9"
"Peru","2017","Total","Female","White","Census - de facto - complete tabulation","Final figure, complete","2020","747529","9"
"Peru","2017","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2020","117848","9"
"Peru","2017","Total","Female","Quechua","Census - de facto - complete tabulation","Final figure, complete","2020","2669329","9"
"Peru","2017","Total","Female","Other Indigenous","Census - de facto - complete tabulation","Final figure, complete","2020","24419","9"
"Peru","2017","Total","Female","Native or Indigenous Amazonians","Census - de facto - complete tabulation","Final figure, complete","2020","106474","9"
"Peru","2017","Total","Female","Black, Brown, Zambo, Mulato, Afro-Peruvian or Afro-descendants","Census - de facto - complete tabulation","Final figure, complete","2020","379617","9"
"Peru","2017","Total","Female","Nikkei (Japanese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","12225","9"
"Peru","2017","Total","Female","Tusán (Chinese descendants)","Census - de facto - complete tabulation","Final figure, complete","2020","7146","9"
"Peru","2017","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","2020","402127","9"
"Peru","2017","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2020","18628799","9"
"Peru","2017","Urban","Both Sexes","Aymara","Census - de facto - complete tabulation","Final figure, complete","2020","337559","9"
"Peru","2017","Urban","Both Sexes","Mestizo","Census - de facto - complete tabulation","Final figure, complete","2020","11905763","9"
"Peru","2017","Urban","Both Sexes","White","Census - de facto - complete tabulation","Final figure, complete","2020","1178056","9"
"Peru","2017","Urban","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2020","223482","9"
"Peru","2017","Urban","Both Sexes","Quechua","Census - de facto - complete tabulation","Final figure, complete","2020","3526456","9"
"Peru","2017","Urban","Both Sexes","Other Indigenous","Census - de facto - complete tabulation","Final figure, complete","2020","24098","9"
"Peru","2017","Urban","Both Sexes","Native or Indigenous Amazonians","Census - de facto - complete tabulation","Final figure, complete","2020","55052","9"
"Peru","2017","Urban","Both Sexes","Black, Brown, Zambo, Mulato, Afro-Peruvian or Afro-descendants","Census - de facto - complete tabulation","Final figure, complete","2020","689201","9"
